booking_id,booking_datetime,pickup_location,drop_location,distance_km,estimated_fare,booking_hour,booking_day,booking_day_of_week,passenger_count,vehicle_type,payment_method,driver_rating,customer_rating,driver_experience_years,driver_acceptance_rate,customer_previous_cancellations,customer_total_bookings,driver_previous_cancellations,surge_multiplier,estimated_pickup_time_minutes,weather,traffic_condition,booking_source,is_weekend,cancellation
CAB_03908,2025-08-07 13:53:00,Harbor,Downtown,3.06,120.0,13,7,3,3,Auto,Cash,4.33,4.73,6.52,67.09,1,30,0,1.22,17.96,Rainy,Low,Partner,0,1
CAB_03909,2026-02-16 08:14:00,Airport,Market,6.12,120.0,8,16,0,2,Premium,Card,4.43,3.49,9.66,90.4,1,34,3,1.5,34.48,Rainy,Low,Partner,0,0
CAB_03910,2025-12-21 17:03:00,Residential,Harbor,8.26,174.04,17,21,6,2,Premium,Card,5.0,4.37,5.4,85.84,3,31,0,2.08,43.0,Storm,Low,Call Center,1,1
CAB_03911,2026-02-15 02:15:00,Airport,Old Town,9.45,198.61,2,15,6,4,Auto,UPI,4.55,4.97,3.46,97.48,2,32,0,1.34,38.66,Cloudy,Heavy,App,1,0
CAB_03912,2024-09-13 09:53:00,Downtown,Airport,9.92,207.88,9,13,4,1,SUV,Card,4.69,5.0,0.5,99.0,1,36,1,1.1,51.94,Clear,Moderate,Website,0,0
CAB_03913,2026-02-08 11:08:00,Airport,University,3.25,120.0,11,8,6,2,SUV,UPI,5.0,4.45,4.66,76.9,3,36,2,1.0,19.8,Cloudy,Moderate,App,1,0
CAB_03914,2025-01-04 06:31:00,University,Business District,7.52,143.72,6,4,5,1,Economy,Wallet,4.77,4.27,8.44,92.4,4,37,0,1.78,48.32,Rainy,Low,Call Center,1,1
CAB_03915,2025-06-09 16:23:00,Old Town,Market,4.62,120.0,16,9,0,2,SUV,UPI,5.0,4.7,5.88,87.43,1,34,0,1.71,20.07,Snow,Low,Website,0,0
CAB_03916,2024-07-19 22:26:00,Business District,Business District,17.09,389.42,22,19,4,2,Premium,Wallet,4.4,4.84,5.04,87.9,1,33,1,1.74,65.91,Storm,Moderate,Website,0,1
CAB_03917,2026-06-08 18:44:00,Business District,Harbor,13.26,288.78,18,8,0,1,SUV,UPI,4.17,3.43,3.79,99.0,3,27,0,2.26,68.46,Rainy,Heavy,App,0,1
CAB_03918,2024-12-14 08:02:00,Downtown,Residential,1.0,120.0,8,14,5,1,Economy,Wallet,4.26,4.3,6.54,79.55,2,32,0,1.71,16.77,Cloudy,Heavy,App,1,1
CAB_03919,2025-02-22 08:14:00,Downtown,University,6.59,139.23,8,22,5,3,Economy,Wallet,4.63,4.34,3.46,90.03,2,35,0,2.06,43.74,Snow,Moderate,Website,1,1
CAB_03920,2026-05-29 06:58:00,Old Town,University,2.65,120.0,6,29,4,2,Economy,Wallet,4.34,4.55,7.73,90.54,1,29,1,1.0,5.0,Clear,Low,Website,0,0
CAB_03921,2024-10-01 10:26:00,Downtown,Harbor,8.07,177.23,10,1,1,1,Auto,Cash,4.5,4.25,11.27,91.72,1,36,0,1.0,40.65,Clear,Moderate,App,0,0
CAB_03922,2025-10-19 02:51:00,Downtown,University,7.75,233.85,2,19,6,4,Auto,Card,5.0,5.0,9.61,87.06,0,34,0,1.31,31.92,Clear,Heavy,Call Center,1,1
CAB_03923,2026-09-06 20:43:00,University,Harbor,3.49,120.0,20,6,6,3,SUV,Card,5.0,4.37,9.19,94.03,1,28,0,1.3,32.15,Storm,Moderate,Call Center,1,0
CAB_03924,2024-11-07 21:29:00,Downtown,Downtown,3.95,136.25,21,7,3,1,Economy,Card,5.0,3.84,1.57,95.57,1,42,1,1.0,9.8,Clear,Low,Partner,0,0
CAB_03925,2026-02-17 17:39:00,Residential,Airport,11.41,254.71,17,17,1,4,Economy,Wallet,4.86,4.09,2.92,81.73,0,32,2,1.17,30.17,Clear,Low,App,0,0
CAB_03926,2026-11-11 19:22:00,Harbor,Downtown,12.22,237.97,19,11,2,3,Economy,Card,3.95,5.0,8.21,99.0,0,32,0,1.2,31.83,Clear,Low,Website,0,0
CAB_03927,2024-07-30 07:15:00,Harbor,Old Town,7.89,162.66,7,30,1,2,SUV,UPI,5.0,4.4,5.52,79.27,0,38,1,1.22,38.23,Clear,Heavy,App,0,0
CAB_03928,2026-03-10 11:32:00,Downtown,Market,11.33,243.58,11,10,1,3,Economy,Cash,4.23,3.62,3.5,89.06,2,33,2,1.0,34.5,Clear,Low,App,0,0
CAB_03929,2026-12-02 02:05:00,Airport,Harbor,11.93,231.25,2,2,2,1,Economy,Wallet,3.75,3.84,9.08,45.0,2,28,1,1.5,58.14,Rainy,Low,Website,0,1
CAB_03930,2026-03-11 00:52:00,Residential,Market,14.13,337.46,0,11,2,3,Auto,Card,4.4,4.67,0.5,51.08,0,36,2,1.0,34.04,Clear,Low,App,0,1
CAB_03931,2024-11-22 08:10:00,Business District,Old Town,4.96,120.0,8,22,4,3,Economy,Cash,4.17,4.03,7.67,86.41,0,29,1,1.27,28.83,Clear,Moderate,Website,0,0
CAB_03932,2024-11-10 15:04:00,Market,Downtown,4.29,120.0,15,10,6,3,Premium,Cash,4.87,4.69,2.91,69.57,1,33,1,2.03,44.9,Rainy,Heavy,App,1,1
CAB_03933,2026-03-19 21:58:00,Airport,Downtown,1.0,120.0,21,19,3,4,Economy,UPI,5.0,4.57,1.23,79.8,2,29,1,1.27,20.78,Cloudy,Severe,Partner,0,0
CAB_03934,2026-03-22 07:16:00,Downtown,Old Town,15.9,346.69,7,22,6,1,SUV,Cash,4.32,4.9,4.52,99.0,2,34,0,1.0,37.96,Clear,Low,Website,1,0
CAB_03935,2024-05-16 03:27:00,Harbor,Business District,4.84,120.0,3,16,3,2,Premium,Card,4.57,4.54,9.7,95.1,1,34,1,1.24,33.78,Cloudy,Heavy,App,0,0
CAB_03936,2026-12-11 02:09:00,Residential,Harbor,19.9,411.36,2,11,4,4,Economy,Wallet,4.29,4.58,6.27,92.25,2,42,0,1.0,52.33,Cloudy,Low,Call Center,0,0
CAB_03937,2026-04-08 07:16:00,Harbor,Old Town,9.65,230.34,7,8,2,1,Economy,Wallet,4.74,4.88,7.67,71.99,3,32,2,1.43,52.51,Clear,Heavy,App,0,1
CAB_03938,2026-07-12 15:40:00,University,Residential,8.93,208.5,15,12,6,3,Premium,UPI,3.83,4.53,4.98,78.99,1,36,0,1.0,25.32,Clear,Low,App,1,0
CAB_03939,2026-05-08 09:03:00,Residential,Downtown,9.58,199.26,9,8,4,4,SUV,Card,4.65,4.53,7.75,66.91,2,39,1,1.87,43.67,Rainy,Moderate,Website,0,1
CAB_03940,2024-01-13 22:51:00,Residential,Old Town,11.51,250.17,22,13,5,2,Economy,Card,4.58,4.7,6.06,62.66,1,36,0,1.78,58.31,Rainy,Moderate,App,1,1
CAB_03941,2025-01-17 07:48:00,University,Old Town,12.16,283.31,7,17,4,2,SUV,Cash,4.06,4.1,6.82,96.61,2,36,0,1.28,40.53,Storm,Low,App,0,0
CAB_03942,2026-01-30 23:10:00,Business District,Downtown,9.44,203.14,23,30,4,4,SUV,Wallet,4.29,4.02,6.55,77.11,2,36,0,2.22,43.55,Rainy,Heavy,Partner,0,1
CAB_03943,2024-08-11 13:50:00,Market,Harbor,9.52,180.21,13,11,6,1,Economy,Wallet,4.16,4.83,2.8,95.27,0,26,1,1.0,32.88,Cloudy,Low,Website,1,0
CAB_03944,2025-03-23 22:57:00,Business District,Airport,11.94,264.42,22,23,6,3,Premium,Wallet,4.22,4.54,4.61,82.3,0,29,1,1.85,56.9,Rainy,Heavy,App,1,0
CAB_03945,2026-05-29 04:52:00,Market,University,2.22,120.0,4,29,4,1,SUV,Wallet,5.0,3.78,0.5,82.46,2,38,2,1.43,14.66,Clear,Heavy,App,0,0
CAB_03946,2026-01-18 09:15:00,Harbor,Market,14.65,325.21,9,18,6,1,SUV,Wallet,3.94,5.0,3.53,70.82,1,37,0,2.07,57.31,Snow,Low,Website,1,1
CAB_03947,2024-10-30 01:38:00,Harbor,Business District,6.26,148.48,1,30,2,4,SUV,Wallet,4.3,3.95,4.16,95.34,3,46,1,1.54,40.15,Snow,Moderate,Call Center,0,0
CAB_03948,2024-07-25 15:23:00,Downtown,Harbor,11.72,286.56,15,25,3,4,SUV,Cash,4.49,4.56,2.64,92.26,1,33,1,1.82,77.06,Snow,Severe,Call Center,0,1
CAB_03949,2026-07-28 14:01:00,Market,Downtown,6.95,149.42,14,28,1,2,Premium,UPI,5.0,4.04,2.1,94.24,0,31,2,1.32,29.79,Rainy,Low,App,0,0
CAB_03950,2025-09-19 23:01:00,Old Town,Business District,14.01,287.63,23,19,4,2,Economy,Wallet,4.1,4.09,1.18,56.88,0,33,1,1.62,50.05,Storm,Low,App,0,1
CAB_03951,2026-01-05 16:01:00,University,Market,7.09,159.75,16,5,0,3,Economy,Card,4.83,4.47,10.56,77.38,0,30,3,1.58,46.98,Rainy,Moderate,Website,0,1
CAB_03952,2026-05-15 17:32:00,Market,Business District,1.0,120.0,17,15,4,1,Premium,Cash,4.27,3.0,9.69,84.83,0,39,1,1.63,35.09,Clear,Severe,App,0,1
CAB_03953,2026-01-10 02:38:00,Airport,University,9.41,217.32,2,10,5,1,Premium,UPI,5.0,3.9,9.95,83.34,1,26,2,1.0,33.09,Clear,Low,App,1,0
CAB_03954,2026-10-21 17:28:00,Downtown,Airport,14.34,370.28,17,21,2,2,Economy,Cash,3.72,4.41,0.5,72.09,1,35,1,1.31,44.32,Cloudy,Low,App,0,1
CAB_03955,2024-12-17 05:13:00,Harbor,Residential,6.92,147.37,5,17,1,1,Premium,UPI,4.22,4.0,9.85,80.09,1,34,1,1.37,32.08,Storm,Moderate,Partner,0,0
CAB_03956,2026-03-21 09:49:00,Market,Harbor,10.27,236.99,9,21,5,4,Economy,Card,4.61,4.19,2.3,80.13,1,35,1,1.24,28.89,Clear,Moderate,Call Center,1,0
CAB_03957,2025-01-19 11:52:00,University,Residential,8.97,165.28,11,19,6,2,SUV,Card,5.0,5.0,3.32,59.02,2,25,0,1.0,24.68,Clear,Moderate,Website,1,0
CAB_03958,2024-11-27 09:07:00,Residential,Old Town,7.71,199.73,9,27,2,3,SUV,UPI,4.16,4.48,4.17,92.51,0,39,2,1.55,38.58,Storm,Moderate,App,0,1
CAB_03959,2025-05-24 09:02:00,Downtown,Market,6.38,128.18,9,24,5,2,SUV,Wallet,3.86,5.0,3.59,61.52,0,38,0,1.5,41.46,Storm,Low,Call Center,1,1
CAB_03960,2026-06-20 08:09:00,Old Town,Market,3.24,120.0,8,20,5,1,SUV,Cash,5.0,5.0,2.49,72.77,5,30,2,1.18,21.21,Clear,Moderate,Call Center,1,0
CAB_03961,2026-08-07 15:15:00,Airport,Harbor,10.09,200.67,15,7,4,2,Premium,Card,3.86,3.72,2.56,95.08,1,37,0,1.0,27.54,Clear,Low,App,0,0
CAB_03962,2024-03-17 22:11:00,Market,Business District,8.56,235.2,22,17,6,4,Economy,Wallet,4.14,4.46,5.85,83.71,1,39,2,1.0,30.59,Clear,Low,App,1,0
CAB_03963,2026-08-06 15:37:00,Residential,Downtown,9.68,261.18,15,6,3,3,Economy,Cash,5.0,4.22,3.77,83.33,1,37,0,1.44,32.11,Rainy,Low,App,0,0
CAB_03964,2024-01-05 08:38:00,Downtown,Airport,3.96,120.0,8,5,4,1,Premium,Cash,4.33,3.71,3.51,94.18,0,25,1,1.31,20.83,Clear,Moderate,Website,0,1
CAB_03965,2026-10-06 17:44:00,Downtown,Market,8.27,150.05,17,6,1,4,Economy,Cash,4.75,4.56,7.34,99.0,2,33,1,1.54,47.8,Cloudy,Severe,App,0,1
CAB_03966,2024-12-17 20:13:00,Market,Airport,7.16,178.12,20,17,1,3,Economy,Cash,4.38,4.52,5.68,60.57,0,37,1,1.2,38.04,Clear,Heavy,Website,0,1
CAB_03967,2026-01-06 16:13:00,Airport,Harbor,10.7,237.25,16,6,1,3,SUV,Cash,4.67,4.06,8.16,94.59,0,26,3,1.26,54.11,Rainy,Low,App,0,1
CAB_03968,2026-11-10 19:52:00,Downtown,Business District,16.16,373.02,19,10,1,2,Premium,Card,4.75,4.09,2.13,99.0,2,44,1,1.59,42.65,Rainy,Low,Website,0,0
CAB_03969,2025-07-20 10:52:00,Market,Market,2.98,120.0,10,20,6,4,Economy,Card,4.25,4.73,1.44,93.59,2,27,0,1.38,30.41,Rainy,Moderate,Call Center,1,0
CAB_03970,2024-01-23 03:03:00,Residential,Old Town,5.41,147.43,3,23,1,4,Economy,Cash,4.13,4.38,4.26,70.25,1,31,1,1.47,30.9,Rainy,Low,App,0,0
CAB_03971,2024-07-28 19:12:00,Residential,University,4.76,120.0,19,28,6,2,Economy,UPI,4.3,3.76,1.86,92.18,0,36,1,1.91,22.84,Storm,Low,App,1,0
CAB_03972,2024-02-27 02:24:00,Residential,Market,5.32,135.64,2,27,1,3,Premium,Cash,4.67,4.53,9.47,79.86,1,33,1,1.0,26.41,Cloudy,Low,Website,0,0
CAB_03973,2026-04-19 08:57:00,Residential,Old Town,15.88,323.11,8,19,6,1,Economy,Wallet,4.16,4.76,0.5,99.0,1,33,2,1.15,50.48,Cloudy,Low,App,1,1
CAB_03974,2025-06-27 10:28:00,University,Business District,17.16,389.32,10,27,4,1,SUV,UPI,5.0,4.46,7.7,74.55,0,35,0,1.0,49.11,Clear,Low,App,0,0
CAB_03975,2026-02-21 20:12:00,Residential,Harbor,8.88,194.58,20,21,5,3,Auto,UPI,4.01,4.39,1.8,62.88,1,40,1,1.0,45.58,Cloudy,Low,Call Center,1,1
CAB_03976,2025-01-29 23:47:00,Residential,Residential,7.5,159.92,23,29,2,3,Economy,UPI,4.23,4.63,3.91,91.1,4,30,1,1.2,31.34,Rainy,Low,App,0,1
CAB_03977,2026-08-15 06:25:00,Airport,University,11.43,239.18,6,15,5,3,SUV,Cash,4.54,4.06,2.72,76.33,0,29,1,1.0,38.78,Cloudy,Low,Website,1,0
CAB_03978,2025-01-27 22:00:00,Market,Airport,8.78,173.39,22,27,0,3,SUV,UPI,4.6,4.15,3.16,91.39,3,30,3,1.0,27.53,Clear,Low,App,0,0
CAB_03979,2024-10-06 20:41:00,Business District,Airport,1.0,120.0,20,6,6,4,Economy,Cash,3.98,4.8,7.72,99.0,1,29,1,1.23,28.93,Snow,Low,Partner,1,1
CAB_03980,2024-03-02 03:48:00,Downtown,Old Town,10.63,224.83,3,2,5,4,SUV,Card,5.0,4.07,5.04,78.94,3,30,1,1.0,28.94,Clear,Moderate,App,1,0
CAB_03981,2026-04-07 11:38:00,Old Town,Old Town,6.63,152.88,11,7,1,1,SUV,Wallet,4.68,4.83,1.26,99.0,3,37,0,1.79,42.91,Rainy,Low,Call Center,0,0
CAB_03982,2025-05-22 16:04:00,Old Town,Market,9.47,243.47,16,22,3,4,Economy,Card,4.54,4.26,0.75,93.95,0,32,1,1.0,20.52,Clear,Low,App,0,0
CAB_03983,2025-12-31 07:08:00,Airport,Business District,8.55,189.76,7,31,2,1,Economy,Card,4.88,4.3,0.5,94.51,0,34,0,1.24,53.59,Clear,Heavy,App,0,1
CAB_03984,2024-05-06 08:12:00,Old Town,Downtown,1.67,120.0,8,6,0,2,Auto,Card,4.79,4.19,5.38,86.38,0,37,0,2.08,28.97,Rainy,Moderate,App,0,0
CAB_03985,2024-06-04 13:32:00,Market,Business District,11.68,265.59,13,4,1,4,Economy,Wallet,4.0,4.77,13.57,92.11,3,25,2,1.42,49.11,Rainy,Low,Website,0,1
CAB_03986,2026-01-04 07:33:00,Market,University,10.54,204.23,7,4,6,3,Economy,Wallet,4.76,4.66,3.34,86.97,2,42,2,1.37,42.92,Clear,Heavy,App,1,0
CAB_03987,2024-07-18 15:48:00,Market,Harbor,4.05,120.0,15,18,3,2,SUV,Cash,4.32,4.44,11.77,94.92,2,37,0,1.0,22.2,Cloudy,Low,Website,0,0
CAB_03988,2026-08-23 12:58:00,Business District,Market,10.14,269.22,12,23,6,3,Premium,UPI,5.0,3.94,5.28,84.1,0,35,0,1.0,36.94,Cloudy,Low,Call Center,1,0
CAB_03989,2026-06-20 12:27:00,Old Town,Downtown,15.56,353.33,12,20,5,4,Economy,UPI,4.4,3.8,5.36,99.0,0,43,2,1.4,57.5,Snow,Low,App,1,0
CAB_03990,2025-11-20 18:53:00,University,Downtown,6.57,167.64,18,20,3,2,Economy,UPI,3.84,5.0,12.34,93.61,1,29,0,2.1,20.37,Rainy,Low,App,0,0
CAB_03991,2024-07-01 04:33:00,Airport,Old Town,1.02,120.0,4,1,0,3,SUV,Card,4.08,4.17,3.3,56.88,1,29,0,1.0,22.7,Clear,Moderate,App,0,0
CAB_03992,2026-11-26 19:15:00,Harbor,Market,18.48,411.12,19,26,3,2,Premium,Wallet,4.23,4.59,9.45,83.12,0,32,0,1.2,55.54,Cloudy,Low,Website,0,0
CAB_03993,2026-11-29 12:46:00,Downtown,Downtown,13.2,283.46,12,29,6,1,Economy,Cash,4.87,4.29,2.01,54.47,2,31,2,1.0,23.75,Clear,Low,App,1,1
CAB_03994,2026-06-22 18:33:00,Downtown,Airport,13.72,288.42,18,22,0,4,Auto,Cash,4.79,4.6,5.72,96.69,3,37,0,1.98,63.55,Storm,Low,App,0,1
CAB_03995,2026-07-31 05:57:00,Market,Airport,10.35,257.57,5,31,4,4,SUV,UPI,4.27,4.6,1.43,71.04,1,35,3,1.59,48.56,Snow,Heavy,App,0,1
CAB_03996,2024-07-14 07:59:00,Business District,University,6.93,141.52,7,14,6,2,Premium,Card,5.0,4.14,2.62,75.95,2,37,1,2.02,29.06,Rainy,Heavy,App,1,0
CAB_03997,2024-07-19 00:57:00,University,University,1.0,120.0,0,19,4,1,SUV,Card,4.34,4.34,5.17,71.0,1,32,2,1.36,9.79,Storm,Low,App,0,1
CAB_03998,2026-02-05 07:57:00,Harbor,Residential,11.31,237.88,7,5,3,3,SUV,Wallet,5.0,4.14,8.02,99.0,2,36,2,1.33,41.06,Rainy,Moderate,Website,0,0
CAB_03999,2026-01-17 05:22:00,Residential,Old Town,10.03,249.19,5,17,5,4,Economy,Card,3.86,4.1,0.5,82.13,2,28,1,1.23,37.78,Rainy,Low,App,1,1
CAB_04000,2025-07-16 00:36:00,Business District,Old Town,16.23,365.11,0,16,2,2,Economy,Cash,3.86,4.03,3.47,99.0,1,36,0,1.31,71.04,Clear,Heavy,App,0,1
CAB_04001,2026-02-13 02:42:00,Harbor,Residential,5.54,143.94,2,13,4,1,Premium,Card,3.99,4.91,5.26,88.96,0,30,3,1.32,35.94,Cloudy,Heavy,App,0,0
CAB_04002,2026-01-07 22:24:00,Old Town,Residential,8.24,146.12,22,7,2,4,SUV,Cash,5.0,4.25,6.53,71.2,2,35,1,1.0,20.35,Cloudy,Low,Partner,0,0
CAB_04003,2024-12-12 07:56:00,Residential,Market,13.65,300.21,7,12,3,1,SUV,Card,4.7,4.1,8.92,93.43,4,31,1,1.54,57.45,Rainy,Heavy,Call Center,0,1
CAB_04004,2025-09-13 00:24:00,Harbor,Market,10.66,213.15,0,13,5,3,SUV,Cash,4.43,4.38,3.06,83.15,4,36,1,1.64,49.32,Rainy,Moderate,App,1,1
CAB_04005,2024-07-06 18:09:00,Business District,Residential,13.33,326.37,18,6,5,2,Economy,Wallet,4.98,4.27,0.5,99.0,0,50,4,1.62,51.26,Cloudy,Heavy,App,1,0
CAB_04006,2026-04-19 09:51:00,Business District,Old Town,8.28,180.71,9,19,6,4,Premium,Wallet,4.62,4.38,5.89,58.61,1,39,1,2.27,46.88,Rainy,Heavy,Call Center,1,1
CAB_04007,2026-08-31 05:58:00,University,Residential,13.5,332.14,5,31,0,3,Economy,Wallet,3.87,4.58,5.0,90.11,1,36,0,1.5,72.96,Rainy,Heavy,App,0,1
CAB_04008,2026-02-04 10:12:00,Old Town,Residential,8.3,203.83,10,4,2,4,Economy,Card,5.0,4.07,2.82,91.28,1,36,0,1.77,47.38,Rainy,Heavy,Call Center,0,0
CAB_04009,2026-10-31 20:17:00,Residential,Market,11.34,264.69,20,31,5,2,Economy,Wallet,3.76,3.87,0.55,77.87,4,38,0,1.64,47.88,Rainy,Moderate,Website,1,1
CAB_04010,2025-02-16 22:46:00,Business District,Old Town,8.17,227.11,22,16,6,2,Economy,Cash,4.56,4.02,0.52,78.04,0,30,1,1.23,45.16,Storm,Moderate,App,1,0
CAB_04011,2024-11-28 15:38:00,Harbor,Business District,4.42,158.29,15,28,3,3,SUV,UPI,4.95,4.33,3.52,99.0,3,48,1,1.56,39.73,Storm,Low,Partner,0,0
CAB_04012,2025-02-13 00:38:00,Residential,Market,11.2,261.77,0,13,3,4,Economy,Wallet,4.03,4.48,0.95,77.01,1,34,0,2.13,72.46,Storm,Heavy,Website,0,1
CAB_04013,2024-04-24 12:46:00,Downtown,Airport,8.75,175.89,12,24,2,1,Economy,Card,4.21,5.0,1.57,99.0,1,27,1,1.33,41.39,Storm,Low,App,0,0
CAB_04014,2025-07-19 00:29:00,Airport,Residential,7.73,187.28,0,19,5,4,Economy,Card,4.96,3.88,8.47,83.58,2,39,1,1.0,24.62,Cloudy,Low,App,1,0
CAB_04015,2025-09-25 19:42:00,Residential,Airport,12.42,297.04,19,25,3,1,Premium,Card,4.17,4.8,0.5,70.81,2,27,0,1.22,41.61,Cloudy,Low,Partner,0,1
CAB_04016,2025-01-22 02:35:00,Harbor,University,5.48,120.0,2,22,2,4,Economy,UPI,4.95,3.95,2.22,84.01,2,29,0,1.44,46.86,Storm,Heavy,Website,0,1
CAB_04017,2026-07-11 01:05:00,University,Downtown,11.12,247.87,1,11,5,1,Economy,UPI,4.79,4.12,8.22,98.45,2,30,0,1.2,54.16,Clear,Heavy,Website,1,1
CAB_04018,2025-12-30 12:08:00,Harbor,Residential,4.62,120.0,12,30,1,4,Economy,UPI,3.89,4.43,9.31,83.66,1,34,3,1.79,25.99,Rainy,Moderate,Partner,0,0
CAB_04019,2026-02-06 06:26:00,Business District,Residential,15.72,353.66,6,6,4,3,Economy,Cash,4.53,4.54,4.92,82.52,1,38,0,1.71,56.04,Rainy,Moderate,App,0,1
CAB_04020,2026-08-19 23:35:00,University,Old Town,6.78,195.73,23,19,2,3,Premium,Card,4.63,4.85,5.6,85.88,0,32,0,1.0,36.48,Cloudy,Moderate,App,0,0
CAB_04021,2024-04-13 09:36:00,Harbor,Business District,16.76,380.17,9,13,5,1,Auto,Wallet,4.86,4.21,4.19,66.85,2,34,0,1.83,55.74,Storm,Moderate,Website,1,1
CAB_04022,2025-08-28 02:25:00,Downtown,Business District,11.57,248.4,2,28,3,3,Auto,Card,4.48,4.51,0.5,66.98,2,32,1,1.0,47.7,Cloudy,Low,Website,0,1
CAB_04023,2025-01-30 14:12:00,Airport,Market,1.0,120.0,14,30,3,2,SUV,Wallet,5.0,3.81,10.41,62.9,3,28,1,1.59,22.11,Rainy,Moderate,App,0,1
CAB_04024,2025-02-09 13:06:00,Downtown,Harbor,6.69,184.37,13,9,6,4,Economy,Wallet,3.68,5.0,11.4,65.11,2,31,1,1.0,27.63,Clear,Moderate,App,1,1
CAB_04025,2024-11-22 18:11:00,Harbor,Downtown,9.0,161.71,18,22,4,2,Premium,Cash,4.34,5.0,11.32,82.07,0,38,3,1.54,51.26,Cloudy,Heavy,Website,0,1
CAB_04026,2026-09-07 10:54:00,Downtown,Market,5.15,120.0,10,7,0,1,Economy,Wallet,3.55,3.81,11.86,64.39,1,31,2,1.7,38.18,Rainy,Moderate,App,0,0
CAB_04027,2024-02-05 06:29:00,Downtown,Downtown,7.67,194.9,6,5,0,1,Economy,Card,4.77,4.01,3.0,65.75,1,35,1,1.82,43.31,Rainy,Moderate,App,0,1
CAB_04028,2024-01-17 06:11:00,Business District,Old Town,11.97,307.38,6,17,2,1,Auto,Cash,3.64,4.06,5.62,99.0,0,40,1,1.19,44.98,Clear,Heavy,Website,0,1
CAB_04029,2025-09-02 01:35:00,Market,Residential,7.86,142.5,1,2,1,1,SUV,UPI,4.26,3.99,3.4,84.17,1,30,1,1.34,36.74,Clear,Heavy,Call Center,0,1
CAB_04030,2025-03-30 16:08:00,Residential,Airport,7.09,120.8,16,30,6,3,SUV,Wallet,4.04,3.91,5.91,70.8,1,29,0,1.4,24.83,Storm,Low,App,1,0
CAB_04031,2026-06-21 10:04:00,Downtown,Business District,10.52,243.37,10,21,6,2,Economy,UPI,4.34,4.58,3.62,75.66,2,34,1,1.74,52.57,Rainy,Heavy,App,1,1
CAB_04032,2025-05-13 14:55:00,Residential,Market,1.49,120.0,14,13,1,1,Premium,Card,4.02,4.14,6.16,51.02,1,32,0,1.0,9.39,Clear,Low,Call Center,0,1
CAB_04033,2026-04-01 12:58:00,Old Town,Downtown,1.14,120.0,12,1,2,4,SUV,Card,4.27,4.54,4.19,62.13,1,29,2,1.82,42.81,Rainy,Heavy,Website,0,1
CAB_04034,2026-07-14 14:27:00,Airport,Residential,6.9,175.3,14,14,1,3,Economy,Wallet,4.61,4.65,8.11,79.12,3,33,3,1.77,31.23,Rainy,Low,Website,0,0
CAB_04035,2024-04-06 06:20:00,Old Town,Harbor,1.0,120.0,6,6,5,4,Economy,Cash,5.0,4.67,2.77,76.96,0,44,2,1.28,25.07,Storm,Moderate,App,1,0
CAB_04036,2025-12-13 16:51:00,Downtown,Residential,7.15,204.25,16,13,5,2,SUV,Cash,4.21,5.0,5.3,75.34,1,28,3,1.44,18.62,Rainy,Low,App,1,1
CAB_04037,2024-12-14 05:17:00,Residential,Downtown,7.44,164.51,5,14,5,4,SUV,Card,4.55,4.3,1.01,99.0,3,33,2,1.85,41.44,Snow,Low,Call Center,1,0
CAB_04038,2026-09-25 21:24:00,Residential,Business District,7.1,149.11,21,25,4,2,Economy,Cash,4.56,3.38,3.71,89.2,2,32,0,1.0,11.08,Cloudy,Low,App,0,0
CAB_04039,2025-08-02 22:52:00,Business District,Downtown,20.96,431.13,22,2,5,4,Economy,Card,4.77,4.99,8.83,65.59,1,35,2,1.0,75.14,Clear,Moderate,App,1,1
CAB_04040,2026-07-01 15:00:00,University,Residential,3.41,120.0,15,1,2,2,Premium,Card,3.69,4.21,7.16,96.04,1,30,0,1.75,35.81,Storm,Moderate,App,0,1
CAB_04041,2025-07-26 08:56:00,Downtown,Market,15.62,361.65,8,26,5,3,Economy,Wallet,4.95,4.88,1.96,76.7,1,32,0,1.93,56.13,Storm,Low,Partner,1,1
CAB_04042,2026-12-14 06:27:00,Downtown,Residential,3.11,120.0,6,14,0,1,Economy,Wallet,4.73,4.06,3.79,82.53,1,31,1,1.5,30.32,Clear,Heavy,Website,0,0
CAB_04043,2025-05-10 16:35:00,Downtown,Harbor,13.54,276.95,16,10,5,3,Premium,Wallet,5.0,4.75,8.81,97.41,1,25,2,1.0,23.42,Clear,Low,Call Center,1,0
CAB_04044,2025-07-05 06:02:00,Downtown,Market,9.82,203.87,6,5,5,3,Economy,Card,4.83,4.3,8.52,81.99,0,30,2,1.0,26.94,Clear,Low,App,1,0
CAB_04045,2025-10-07 20:05:00,Residential,Business District,15.14,355.74,20,7,1,1,Economy,Cash,4.91,4.39,11.93,70.87,3,30,0,1.0,46.05,Clear,Low,App,0,1
CAB_04046,2026-04-14 15:42:00,Market,Market,1.15,120.0,15,14,1,2,Economy,Cash,4.64,4.32,1.68,99.0,0,32,1,1.0,20.67,Clear,Moderate,App,0,0
CAB_04047,2024-10-18 23:05:00,Airport,Harbor,9.07,197.41,23,18,4,2,SUV,Cash,5.0,4.41,1.16,72.59,3,35,0,1.0,34.47,Clear,Low,Call Center,0,1
CAB_04048,2026-07-06 05:57:00,Old Town,Business District,12.34,298.17,5,6,0,1,Premium,Card,4.69,4.44,8.72,84.87,1,40,0,1.23,56.19,Clear,Heavy,Call Center,0,1
